run_id,run_dir,input_source,n_total,n_train,n_val,n_test,split,model,accuracy,macro_f1,weighted_f1
20260529_145749,outputs/stability_5x/20260529_145642/seed_45/20260529_145748/runs/ai/run_20260529_145749,outputs/stability_5x/20260529_145642/seed_45/20260529_145748/splits/ai,427,298,64,65,validation,tfidf_logreg_c0.25,0.328125,0.31013584117032394,0.2871473354231975
20260529_145749,outputs/stability_5x/20260529_145642/seed_45/20260529_145748/runs/ai/run_20260529_145749,outputs/stability_5x/20260529_145642/seed_45/20260529_145748/splits/ai,427,298,64,65,validation,tfidf_logreg_c1.0,0.375,0.3630769230769231,0.35673076923076924
20260529_145749,outputs/stability_5x/20260529_145642/seed_45/20260529_145748/runs/ai/run_20260529_145749,outputs/stability_5x/20260529_145642/seed_45/20260529_145748/splits/ai,427,298,64,65,validation,tfidf_logreg_c4.0,0.4375,0.41918626353116833,0.42879805897723033
20260529_145755,outputs/stability_5x/20260529_145642/seed_45/20260529_145748/runs/manual/run_20260529_145755,outputs/stability_5x/20260529_145642/seed_45/20260529_145748/splits/manual,427,298,64,65,test,heuristic,0.46153846153846156,0.4053255118472509,0.5129457981631894
20260529_145755,outputs/stability_5x/20260529_145642/seed_45/20260529_145748/runs/manual/run_20260529_145755,outputs/stability_5x/20260529_145642/seed_45/20260529_145748/splits/manual,427,298,64,65,test,tfidf_logreg_c1.0,0.7846153846153846,0.48571428571428577,0.7556043956043956
20260529_145755,outputs/stability_5x/20260529_145642/seed_45/20260529_145748/runs/manual/run_20260529_145755,outputs/stability_5x/20260529_145642/seed_45/20260529_145748/splits/manual,427,298,64,65,validation,heuristic,0.515625,0.4079970381340244,0.59939605701592
20260529_145755,outputs/stability_5x/20260529_145642/seed_45/20260529_145748/runs/manual/run_20260529_145755,outputs/stability_5x/20260529_145642/seed_45/20260529_145748/splits/manual,427,298,64,65,validation,selected_non_heuristic,0.703125,0.6121212121212121,0.6767045454545454
20260529_145755,outputs/stability_5x/20260529_145642/seed_45/20260529_145748/runs/manual/run_20260529_145755,outputs/stability_5x/20260529_145642/seed_45/20260529_145748/splits/manual,427,298,64,65,validation,tfidf_linear_svc_c0.25,0.671875,0.4780582524271844,0.5873907766990291
20260529_145755,outputs/stability_5x/20260529_145642/seed_45/20260529_145748/runs/manual/run_20260529_145755,outputs/stability_5x/20260529_145642/seed_45/20260529_145748/splits/manual,427,298,64,65,validation,tfidf_linear_svc_c1.0,0.65625,0.49714285714285716,0.594375
20260529_145755,outputs/stability_5x/20260529_145642/seed_45/20260529_145748/runs/manual/run_20260529_145755,outputs/stability_5x/20260529_145642/seed_45/20260529_145748/splits/manual,427,298,64,65,validation,tfidf_linear_svc_c4.0,0.640625,0.4602126879354602,0.5674848734873488
20260529_145755,outputs/stability_5x/20260529_145642/seed_45/20260529_145748/runs/manual/run_20260529_145755,outputs/stability_5x/20260529_145642/seed_45/20260529_145748/splits/manual,427,298,64,65,validation,tfidf_logreg_c0.25,0.6875,0.5994993742177722,0.6640331664580728
20260529_145755,outputs/stability_5x/20260529_145642/seed_45/20260529_145748/runs/manual/run_20260529_145755,outputs/stability_5x/20260529_145642/seed_45/20260529_145748/splits/manual,427,298,64,65,validation,tfidf_logreg_c1.0,0.703125,0.6121212121212121,0.6767045454545454
20260529_145755,outputs/stability_5x/20260529_145642/seed_45/20260529_145748/runs/manual/run_20260529_145755,outputs/stability_5x/20260529_145642/seed_45/20260529_145748/splits/manual,427,298,64,65,validation,tfidf_logreg_c4.0,0.6875,0.5833333333333333,0.6549479166666666
20260529_151812,outputs/dual_dataset_compare/20260529_151809/runs/ai/run_20260529_151812,outputs/dual_dataset_compare/20260529_151809/splits/ai,427,298,64,65,test,heuristic,1.0,1.0,1.0
20260529_151812,outputs/dual_dataset_compare/20260529_151809/runs/ai/run_20260529_151812,outputs/dual_dataset_compare/20260529_151809/splits/ai,427,298,64,65,test,tfidf_linear_svc_c4.0,0.49230769230769234,0.49383864217623813,0.4852395686155277
20260529_151812,outputs/dual_dataset_compare/20260529_151809/runs/ai/run_20260529_151812,outputs/dual_dataset_compare/20260529_151809/splits/ai,427,298,64,65,validation,heuristic,1.0,1.0,1.0
20260529_151812,outputs/dual_dataset_compare/20260529_151809/runs/ai/run_20260529_151812,outputs/dual_dataset_compare/20260529_151809/splits/ai,427,298,64,65,validation,selected_non_heuristic,0.484375,0.48717948717948717,0.48377403846153844
20260529_151812,outputs/dual_dataset_compare/20260529_151809/runs/ai/run_20260529_151812,outputs/dual_dataset_compare/20260529_151809/splits/ai,427,298,64,65,validation,tfidf_linear_svc_c0.25,0.40625,0.4095622895622896,0.4031376262626263
20260529_151812,outputs/dual_dataset_compare/20260529_151809/runs/ai/run_20260529_151812,outputs/dual_dataset_compare/20260529_151809/splits/ai,427,298,64,65,validation,tfidf_linear_svc_c1.0,0.421875,0.423648247177659,0.41970254010695185
20260529_151812,outputs/dual_dataset_compare/20260529_151809/runs/ai/run_20260529_151812,outputs/dual_dataset_compare/20260529_151809/splits/ai,427,298,64,65,validation,tfidf_linear_svc_c4.0,0.484375,0.48717948717948717,0.48377403846153844
20260529_151812,outputs/dual_dataset_compare/20260529_151809/runs/ai/run_20260529_151812,outputs/dual_dataset_compare/20260529_151809/splits/ai,427,298,64,65,validation,tfidf_logreg_c0.25,0.453125,0.4498905565978737,0.4223574792839275
20260529_151812,outputs/dual_dataset_compare/20260529_151809/runs/ai/run_20260529_151812,outputs/dual_dataset_compare/20260529_151809/splits/ai,427,298,64,65,validation,tfidf_logreg_c1.0,0.390625,0.3940636288462376,0.3768148583365975
20260529_151812,outputs/dual_dataset_compare/20260529_151809/runs/ai/run_20260529_151812,outputs/dual_dataset_compare/20260529_151809/splits/ai,427,298,64,65,validation,tfidf_logreg_c4.0,0.421875,0.423648247177659,0.41970254010695185
20260529_151817,outputs/dual_dataset_compare/20260529_151809/runs/manual/run_20260529_151817,outputs/dual_dataset_compare/20260529_151809/splits/manual,427,298,64,65,test,heuristic,0.5076923076923077,0.44379156847342244,0.5992850323282375
20260529_151817,outputs/dual_dataset_compare/20260529_151809/runs/manual/run_20260529_151817,outputs/dual_dataset_compare/20260529_151809/splits/manual,427,298,64,65,test,tfidf_logreg_c0.25,0.7692307692307693,0.4938202247191012,0.7572515125324114
20260529_151817,outputs/dual_dataset_compare/20260529_151809/runs/manual/run_20260529_151817,outputs/dual_dataset_compare/20260529_151809/splits/manual,427,298,64,65,validation,heuristic,0.515625,0.4425606913411791,0.5785343467508102
20260529_151817,outputs/dual_dataset_compare/20260529_151809/runs/manual/run_20260529_151817,outputs/dual_dataset_compare/20260529_151809/splits/manual,427,298,64,65,validation,selected_non_heuristic,0.65625,0.42489353464963225,0.6310794134727062
20260529_151817,outputs/dual_dataset_compare/20260529_151809/runs/manual/run_20260529_151817,outputs/dual_dataset_compare/20260529_151809/splits/manual,427,298,64,65,validation,tfidf_linear_svc_c0.25,0.6875,0.4018199233716475,0.6187589798850575
20260529_151817,outputs/dual_dataset_compare/20260529_151809/runs/manual/run_20260529_151817,outputs/dual_dataset_compare/20260529_151809/splits/manual,427,298,64,65,validation,tfidf_linear_svc_c1.0,0.65625,0.3950373298199385,0.6042284255599473
20260529_151817,outputs/dual_dataset_compare/20260529_151809/runs/manual/run_20260529_151817,outputs/dual_dataset_compare/20260529_151809/splits/manual,427,298,64,65,validation,tfidf_linear_svc_c4.0,0.625,0.36758893280632415,0.5695405138339922
20260529_151817,outputs/dual_dataset_compare/20260529_151809/runs/manual/run_20260529_151817,outputs/dual_dataset_compare/20260529_151809/splits/manual,427,298,64,65,validation,tfidf_logreg_c0.25,0.65625,0.42489353464963225,0.6310794134727062
20260529_151817,outputs/dual_dataset_compare/20260529_151809/runs/manual/run_20260529_151817,outputs/dual_dataset_compare/20260529_151809/splits/manual,427,298,64,65,validation,tfidf_logreg_c1.0,0.671875,0.4213483146067416,0.6333391853932584
20260529_151817,outputs/dual_dataset_compare/20260529_151809/runs/manual/run_20260529_151817,outputs/dual_dataset_compare/20260529_151809/splits/manual,427,298,64,65,validation,tfidf_logreg_c4.0,0.671875,0.4213483146067416,0.6333391853932584
